1.851409065594558712e+01,2.269389032182581047e+02
3.714545331289264851e+01,6.900110131978937034e+01
2.316490650249836278e+02,1.589359232540176379e+02
1.339365932151043523e+02,6.611887172501887733e+01
1.728114031636787047e+02,1.289010981334117503e+02
2.105170814886249957e+02,5.146156297107351563e+00
1.119150671992009194e+02,2.003107443086500439e+02
1.859291906629767510e+01,3.581750496940422579e+01
4.706731901713118305e+01,1.701309512720280850e+02
1.674601660442872628e+02,1.373909593214302163e+02
1.254265801615079567e+02,2.381758279168908530e+02
7.426104528667900695e+01,8.187751562555156681e+01
2.555041376590244795e+01,8.926429050271400456e+01
1.775564169184011689e+02,1.602910252569375018e+02
2.066110541448061326e+02,1.864170685659726132e+02
1.400205194270400568e+02,2.240759549209907959e+02
1.461519114836384858e+01,1.046353617999341026e+02
1.874501646405749966e+02,4.523996945041155726e+01
1.283454919585475125e+02,5.180591380626562170e+01
2.127402559905878547e+02,8.351876941452729852e+00
1.299981839178849725e+02,1.000062349354066100e+02
1.000345183148094463e+02,1.793072552823738590e+02
1.291699827433050984e+02,2.015109119387431349e+02
9.858817281147865685e+01,7.320140406298824587e+01
3.997243539313483041e+01,8.296653299933004178e+01
1.967027344276000633e+02,4.781292326577244012e+01
1.872241242208226026e+02,4.657476548598737764e+01
2.748091064457075561e+01,1.932928563179093260e+02
2.120024345671367598e+02,1.784068721512882121e+02
1.140847156595073386e+02,1.966859725214872867e+02
5.368225230045523233e+01,2.420002495631612760e+02
2.248052865183727533e+02,2.260487809574092921e+02
2.449913256222406517e+02,6.394120993509555717e+01
1.229281522944813645e+02,1.900981695421422728e+02
2.608920774140582921e+01,7.049274869089641982e+01
2.491958209783191194e+02,1.894989779954476035e+02
5.039587139419710482e+00,1.920599896825083022e+02
1.931436835136908030e+02,5.434866950939365182e+01
2.420285387521932421e+02,4.206015899348686560e+01
1.727023447742974724e+02,1.215305415002820268e+02
2.016918752863170141e+02,2.894230900157346298e+01
1.348707149069039986e+02,1.198593084731358616e-01
9.690235749289429634e+01,1.000356970871124673e+01
1.535160098620724511e+02,7.439564446876909187e+01
1.085524442104519096e+02,1.026657483070069219e+02
2.201572418259008828e+02,1.343286936537049883e+02
9.591684815929257368e+00,4.045941844237854923e+01
2.867281224787018701e+01,4.010126803873018275e+01
2.078221805267781406e+02,2.014196854909130963e+01
1.830309845893179954e+01,1.189760872078272342e+02
1.889508687929431119e+02,1.699409330220815377e+02
4.489415923562511779e+01,1.968666209565164991e+02
1.166452201446019075e+02,1.841856274813866179e+01
2.259600750161732492e+02,5.054485226809155307e+01
1.631942804844818227e+02,4.404972100170384408e+01
8.744556036772915775e+01,1.442937512648566667e+02
8.309914359697879149e+01,1.830297036991790094e+02
2.272783596069461112e+02,1.809908764944310917e+02
1.300399091529027658e+02,9.904202082745227642e+01
1.852931408808829588e+02,1.427835699202274782e+02
1.923796388609822117e+01,1.634071200145609168e+02
1.272035769373049732e+02,6.319633235454777065e+01
1.330193430404469552e+02,1.901875319279792791e+02
1.617753370749706789e+02,6.349833326215612317e+01
1.336141201156702891e+02,1.879305641428704803e+02
2.168613811790423256e+02,5.231448668012409087e+01
1.705243801350885917e+02,1.067113902574655953e+02
1.730591807616990607e+01,1.047463559869836445e+02
1.681180105040508579e+02,3.825413744527300430e+00
1.122331931866516754e+02,2.213438514863979094e+02
1.227753240966905679e+01,2.027766904020739673e+02
1.016277343293859019e+02,1.796683684692652889e+02
2.205994648483653009e+01,1.927272882117619304e+02
2.201097033144087618e+02,1.703008426500798933e+01
7.916245330371313571e+01,4.104647642284478337e+01
4.194009007794244326e+01,1.179664158968326859e+02
3.046107287807697617e+01,5.381555135682155822e+01
1.942581002823674794e+02,1.263890979468152409e+02
1.614010972089863571e+02,2.020162904687574894e+02
1.202232379704074106e+02,2.149889094992232685e+02
1.080128968497384392e+02,5.913398302995115152e+00
2.383291630400090924e+02,1.020159964530693912e+02
4.756019445807030621e+01,1.158844508866910843e+02
1.470326696954606120e+02,3.682832178437187309e+01
1.854061230124208066e+02,8.297348546730506769e+01
1.107398607933257573e+01,1.100482086019930819e+02
1.807569481145667112e+02,1.638719627369071077e+02
1.082018126179804511e+02,6.830233475160973455e+01
3.255329204522594466e+01,1.925761344700318034e+02
1.966948960314009014e+02,2.520418098207563418e+01
2.008784186385805413e+02,8.029834794173414991e+01
1.103856337531871645e+02,2.160469912921979017e+02
7.723900241841522529e+01,1.469915855111514347e+01
8.640811885859653785e+01,1.941592240345733558e+02
4.241970166395770292e+00,1.033190759813262218e+02
1.374708268840002177e+02,1.281785606902135726e+02
1.856894572188978998e+02,1.764712423345501406e+02
1.973656346012442242e+01,2.339856176932155165e+02
1.755322021592616011e+02,2.726225938407064575e+01
2.832416930988793169e+01,1.450236185954263988e+02
5.314196351146085817e+01,4.448748673121647101e+01
3.886190203671227295e+01,2.982878386532661352e-01
2.406930277538062626e+02,7.189768795079432451e+00
1.308502497308941486e+02,1.909120369950024951e+02
1.316878522891169609e+02,2.217982062458731463e+01
4.790048599214799196e+01,1.575088309912422915e+02
1.365824990020483831e+01,1.327890142951348196e+02
1.160894740684021116e+02,1.817083370478042923e+02
1.418417448841175599e+02,6.628251786073072083e+01
2.271824760188766845e+02,2.491422276321186757e+01
1.618938670447623451e+02,1.369648407629206019e+02
2.266452898612694753e+02,3.128019829579220357e+01
1.347120873517336861e+02,3.593172689609058779e+01
1.132827200768913372e+02,1.118715469800158075e+02
7.506344456282373301e+01,1.566474606858053775e+01
2.232855088445570502e+01,7.812365329704176986e+01
1.034907721550362965e+02,1.141250265542253999e+02
2.011398622872131341e+02,4.317594246633135668e+01
2.143924405642568445e+02,3.413212549756755720e+01
1.490111420263073398e+02,1.524968747056222469e+02
6.720100175464300207e+01,1.163223275919812210e+02
3.975555910701281448e+01,2.060925460976975501e+02
1.994985379793390052e+02,2.346762438885805295e+02
2.071282919525866006e+01,1.837981532368213067e+01
1.063660342943527581e+02,1.685496471421425611e+02
1.855813785499317135e+02,1.933412607572328454e+02
8.788770689851804718e+01,2.135770307354151214e+02
4.767095170749396971e+01,1.613331152300651468e+02
1.904169665850885167e+02,1.660572624353524418e+02
2.601946192288262516e-01,1.448601034258435050e+02
7.858355045534156602e+01,1.223301874286119073e+02
1.108515640864904412e+02,2.241457804766017432e+02
1.310870608126023455e+02,1.269352774521135814e+02
1.750569968085492292e+02,1.699410544827142644e+02
1.730361839886099418e+01,6.036295704519570648e+01
1.419034601613002167e+02,1.393949903476212455e+02
2.436912951115725434e+02,5.621237465081404849e+01
5.520265813182081871e+01,1.427068237086702993e+02
6.673899648853922884e+01,2.420542704564462042e+02
2.008395014484499370e+02,1.667585291005424324e+02
7.852829748846704661e+01,3.590847767079471708e+01
9.533066957437860367e+01,7.039519936277258694e+01
1.679736067832196511e+02,1.122490049868646267e+01
8.448848574831812641e+01,6.622094345497059464e+01
2.310832139524032982e+02,6.862396678064558841e+01
6.725925338953240384e+01,1.094208918996948654e+02
2.432508390186073086e+02,1.623798898006820082e+02
1.206079811547908491e+02,1.722972510563393769e+02
2.031346611824513957e+02,1.193947659405814363e+02
1.872747708918035130e+02,2.447115956634488612e+02
1.395566277368463943e+02,1.326771055412036731e+02
1.471857047994372465e+02,4.196879026423525261e+01
9.661627866268632658e+01,2.471683325883353461e+02
4.877245558752316157e+01,8.237272055213334454e+01
1.377011103382869095e+01,1.968874849324360241e+02
4.327449199995913887e+01,9.304270482897855743e+01
1.457330262395503553e+02,1.562836327233397355e+02
2.127717794101336324e+02,1.779996466839864695e+02
1.073085243013371439e+02,2.125854383356367805e+02
1.239912681963274963e+02,1.887088734468112250e+02
1.778294146286374939e+02,1.675474144565353072e+02
5.379423314833508840e+01,1.000939541142261930e+02
7.584078706615463261e+01,2.105627075615917363e+02
7.986003092626225452e+01,7.881237570790879943e+01
1.383225603254570899e+02,1.178371874264315124e+02
5.304547905874734681e+01,2.162280782245051682e+02
3.201285035784850663e+01,1.017187771652272801e+02
1.232881247686001558e+02,1.335214698852992683e+02
2.411205370035085593e+02,1.574058232915409405e+02
5.725863598822270006e+01,1.890747034815059351e+02
8.426335552408598772e+00,9.369203930155853755e+01
1.980805559944616334e+02,2.110530948465176948e+02
2.256718504462598105e+02,6.308900846806633922e+01
1.156365037979531536e+02,9.452106794170688886e+01
5.388224987176554492e+01,5.409931805084438849e+01
2.148640759023761575e+02,1.012932183427750488e+01
7.227951878708449840e+01,2.421785613366207031e+02
1.153865861085343028e+02,3.836275777309700175e+01
1.346870638401752558e+02,1.422865322126415322e+02
1.544648793428122531e+02,1.576787158435331833e+02
1.490011527203424180e+02,2.334906977892713940e+02
1.603541981196592872e+02,2.197983145241133514e+02
2.285549427122906252e+02,1.791999065460883571e+02
1.329612299940032187e+02,1.093072258587046619e+01
6.332534273818043857e+01,1.231037359541674618e+02
1.570192084579708194e+02,1.730387707876296233e+01
2.202201614808367651e+02,1.334695687628334895e+02
1.859335948512307652e+02,4.876005797757743210e+01
9.089228500254958476e+01,1.781652261279101879e+02
2.033206391922984153e+02,6.629717819103433385e+01
1.467370961931149225e+02,1.062374298859890871e+02
1.177032587177769756e+02,2.230249664637802880e+02
2.392108321677736740e+02,2.280205211873858957e+02
2.006031973523917884e+02,1.886970098574277586e+02
1.528304155900970613e+02,1.056678543701642923e+02
2.109942349045965670e+02,1.932490278613175292e+02
1.151969440308328529e+02,1.753951330298173161e+02
2.477209413382921070e+02,1.494160439432897078e+02
2.118217576898043149e+02,2.437841669731173511e+02
2.367348684468498732e+02,5.464406979944694598e+01
